"SALESORDERID","DELIVERYDATE","CREATIONDATE","LEADTIME","FULLNAME","PARTNERID","PRODUCTID","NETAMOUNT","TAXAMOUNT"
"0500000242","2019-02-18","2019-01-20",29,"Pénélope Duperré","0100000037","RC-1054",4811.625,687.375
"0500000242","2019-02-18","2019-01-20",29,"Pénélope Duperré","0100000037","RC-1054",4811.625,687.375
"0500000243","2019-02-28","2019-01-21",38,"Janet Gray","0100000031","RO-1001",459.375,65.625
"0500000243","2019-02-28","2019-01-21",38,"Janet Gray","0100000031","RC-1054",4811.625,687.375
"0500000243","2019-02-28","2019-01-21",38,"Janet Gray","0100000031","BX-1012",349.125,49.875
"0500000243","2019-02-28","2019-01-21",38,"Janet Gray","0100000031","HB-1171",611.625,87.375
"0500000243","2019-02-28","2019-01-21",38,"Janet Gray","0100000031","HB-1174",331.625,47.375
"0500000243","2019-02-28","2019-01-21",38,"Janet Gray","0100000031","BX-1014",699.125,99.875
"0500000244","2019-03-09","2019-01-22",46,"Kirk Lee","0100000030","EB-1137",6912.5,987.5
"0500000244","2019-03-09","2019-01-22",46,"Kirk Lee","0100000030","RC-1053",4024.125,574.875
"0500000244","2019-03-09","2019-01-22",46,"Kirk Lee","0100000030","BX-1013",392.875,56.125
"0500000244","2019-03-09","2019-01-22",46,"Kirk Lee","0100000030","EB-1137",6912.5,987.5
"0500000244","2019-03-09","2019-01-22",46,"Kirk Lee","0100000030","CC-1022",1050.0,150.0
"0500000244","2019-03-09","2019-01-22",46,"Kirk Lee","0100000030","BX-1016",279.125,39.875
"0500000244","2019-03-09","2019-01-22",46,"Kirk Lee","0100000030","DB-1083",1049.125,149.875
"0500000244","2019-03-09","2019-01-22",46,"Kirk Lee","0100000030","HB-1175",786.625,112.375
"0500000244","2019-03-09","2019-01-22",46,"Kirk Lee","0100000030","CC-1023",1190.875,170.125
"0500000244","2019-03-09","2019-01-22",46,"Kirk Lee","0100000030","BX-1013",392.875,56.125
"0500000245","2019-03-11","2019-01-25",45,"Philipp Egger","0100000029","CC-1022",1050.0,150.0
"0500000245","2019-03-11","2019-01-25",45,"Philipp Egger","0100000029","RC-1054",4811.625,687.375
"0500000246","2019-03-02","2019-01-26",35,"William Mussen","0100000023","CC-1023",1190.875,170.125
"0500000246","2019-03-02","2019-01-26",35,"William Mussen","0100000023","CC-1022",1050.0,150.0
"0500000247","2019-03-13","2019-01-28",44,"Kenneth Weise","0100000033","MB-1033",3499.125,499.875
"0500000247","2019-03-13","2019-01-28",44,"Kenneth Weise","0100000033","EB-1131",1312.5,187.5
"0500000248","2019-03-05","2019-01-30",34,"Pénélope Duperré","0100000006","RO-1002",602.875,86.125
"0500000248","2019-03-05","2019-01-30",34,"Pénélope Duperré","0100000006","EB-1135",2625.0,375.0
"0500000249","2019-03-20","2019-02-02",46,"Javas Hegde","0100000023","CC-1021",1001.0,143.0
"0500000249","2019-03-20","2019-02-02",46,"Javas Hegde","0100000023","HB-1172",699.125,99.875
"0500000249","2019-03-20","2019-02-02",46,"Javas Hegde","0100000023","RO-1002",602.875,86.125
"0500000249","2019-03-20","2019-02-02",46,"Javas Hegde","0100000023","BX-1013",392.875,56.125
"0500000249","2019-03-20","2019-02-02",46,"Javas Hegde","0100000023","HB-1173",567.875,81.125
"0500000249","2019-03-20","2019-02-02",46,"Javas Hegde","0100000023","HB-1171",611.625,87.375
"0500000249","2019-03-20","2019-02-02",46,"Javas Hegde","0100000023","EB-1137",6912.5,987.5
"0500000249","2019-03-20","2019-02-02",46,"Javas Hegde","0100000023","RC-1056",2186.625,312.375
"0500000249","2019-03-20","2019-02-02",46,"Javas Hegde","0100000023","BX-1015",261.625,37.375
"0500000249","2019-03-20","2019-02-02",46,"Javas Hegde","0100000023","HB-1173",567.875,81.125
"0500000250","2019-03-27","2019-02-03",52,"Pénélope Duperré","0100000039","RC-1053",4024.125,574.875
"0500000250","2019-03-27","2019-02-03",52,"Pénélope Duperré","0100000039","EB-1136",4375.0,625.0
"0500000250","2019-03-27","2019-02-03",52,"Pénélope Duperré","0100000039","RC-1052",3499.125,499.875
"0500000250","2019-03-27","2019-02-03",52,"Pénélope Duperré","0100000039","EB-1136",4375.0,625.0
"0500000250","2019-03-27","2019-02-03",52,"Pénélope Duperré","0100000039","CB-1161",349.125,49.875
"0500000250","2019-03-27","2019-02-03",52,"Pénélope Duperré","0100000039","EB-1131",1312.5,187.5
"0500000251","2019-03-11","2019-02-04",35,"Javas Hegde","0100000024","MB-1034",2186.625,312.375
"0500000251","2019-03-11","2019-02-04",35,"Javas Hegde","0100000024","EB-1134",4200.0,600.0
"0500000252","2019-03-16","2019-02-04",40,"Pénélope Duperré","0100000006","HB-1172",699.125,99.875
"0500000252","2019-03-16","2019-02-04",40,"Pénélope Duperré","0100000006","HB-1175",786.625,112.375
"0500000252","2019-03-16","2019-02-04",40,"Pénélope Duperré","0100000006","BX-1013",392.875,56.125
"0500000252","2019-03-16","2019-02-04",40,"Pénélope Duperré","0100000006","CB-1162",350.0,50.0
"0500000252","2019-03-16","2019-02-04",40,"Pénélope Duperré","0100000006","CC-1023",1190.875,170.125
"0500000252","2019-03-16","2019-02-04",40,"Pénélope Duperré","0100000006","CC-1021",1001.0,143.0
"0500000252","2019-03-16","2019-02-04",40,"Pénélope Duperré","0100000006","RC-1053",4024.125,574.875
"0500000252","2019-03-16","2019-02-04",40,"Pénélope Duperré","0100000006","BX-1012",349.125,49.875
"0500000252","2019-03-16","2019-02-04",40,"Pénélope Duperré","0100000006","CC-1023",1190.875,170.125
"0500000252","2019-03-16","2019-02-04",40,"Pénélope Duperré","0100000006","EB-1131",1312.5,187.5
"0500000253","2019-03-05","2019-02-05",28,"Haseena al Yousuf","0100000010","CB-1162",350.0,50.0
"0500000253","2019-03-05","2019-02-05",28,"Haseena al Yousuf","0100000010","CC-1022",1050.0,150.0
"0500000253","2019-03-05","2019-02-05",28,"Haseena al Yousuf","0100000010","BX-1011",217.875,31.125
"0500000253","2019-03-05","2019-02-05",28,"Haseena al Yousuf","0100000010","CB-1162",350.0,50.0
"0500000253","2019-03-05","2019-02-05",28,"Haseena al Yousuf","0100000010","CB-1161",349.125,49.875
"0500000253","2019-03-05","2019-02-05",28,"Haseena al Yousuf","0100000010","HB-1174",331.625,47.375
"0500000254","2019-03-11","2019-02-07",32,"Pénélope Duperré","0100000011","BX-1012",349.125,49.875
"0500000255","2019-03-12","2019-02-10",30,"Ellis Robertson","0100000036","RC-1051",2186.625,312.375
"0500000255","2019-03-12","2019-02-10",30,"Ellis Robertson","0100000036","MB-1033",3499.125,499.875
"0500000255","2019-03-12","2019-02-10",30,"Ellis Robertson","0100000036","RC-1052",3499.125,499.875
"0500000255","2019-03-12","2019-02-10",30,"Ellis Robertson","0100000036","EB-1136",4375.0,625.0
"0500000255","2019-03-12","2019-02-10",30,"Ellis Robertson","0100000036","CC-1023",1190.875,170.125
"0500000255","2019-03-12","2019-02-10",30,"Ellis Robertson","0100000036","DB-1083",1049.125,149.875
"0500000256","2019-04-02","2019-02-10",51,"Pénélope Duperré","0100000013","RC-1053",4024.125,574.875
"0500000256","2019-04-02","2019-02-10",51,"Pénélope Duperré","0100000013","EB-1136",4375.0,625.0
"0500000256","2019-04-02","2019-02-10",51,"Pénélope Duperré","0100000013","EB-1134",4200.0,600.0
"0500000256","2019-04-02","2019-02-10",51,"Pénélope Duperré","0100000013","MB-1032",1136.625,162.375
"0500000256","2019-04-02","2019-02-10",51,"Pénélope Duperré","0100000013","MB-1034",2186.625,312.375
"0500000256","2019-04-02","2019-02-10",51,"Pénélope Duperré","0100000013","MB-1033",3499.125,499.875
"0500000256","2019-04-02","2019-02-10",51,"Pénélope Duperré","0100000013","MB-1032",1136.625,162.375
"0500000257","2019-03-15","2019-02-10",33,"Pénélope Duperré","0100000035","RO-1001",459.375,65.625
"0500000257","2019-03-15","2019-02-10",33,"Pénélope Duperré","0100000035","BX-1014",699.125,99.875
"0500000257","2019-03-15","2019-02-10",33,"Pénélope Duperré","0100000035","BX-1015",261.625,37.375
"0500000258","2019-03-10","2019-02-12",26,"Philipp Egger","0100000009","CB-1162",350.0,50.0
"0500000258","2019-03-10","2019-02-12",26,"Philipp Egger","0100000009","BX-1014",699.125,99.875
"0500000258","2019-03-10","2019-02-12",26,"Philipp Egger","0100000009","CC-1023",1190.875,170.125
"0500000258","2019-03-10","2019-02-12",26,"Philipp Egger","0100000009","HB-1176",1049.125,149.875
"0500000259","2019-04-01","2019-02-15",45,"Haseena al Yousuf","0100000035","HB-1171",611.625,87.375
"0500000259","2019-04-01","2019-02-15",45,"Haseena al Yousuf","0100000035","RC-1051",2186.625,312.375
"0500000259","2019-04-01","2019-02-15",45,"Haseena al Yousuf","0100000035","DB-1083",1049.125,149.875
"0500000259","2019-04-01","2019-02-15",45,"Haseena al Yousuf","0100000035","RC-1054",4811.625,687.375
"0500000259","2019-04-01","2019-02-15",45,"Haseena al Yousuf","0100000035","BX-1013",392.875,56.125
"0500000259","2019-04-01","2019-02-15",45,"Haseena al Yousuf","0100000035","DB-1081",1311.625,187.375
"0500000259","2019-04-01","2019-02-15",45,"Haseena al Yousuf","0100000035","RC-1054",4811.625,687.375
"0500000259","2019-04-01","2019-02-15",45,"Haseena al Yousuf","0100000035","MB-1033",3499.125,499.875
"0500000259","2019-04-01","2019-02-15",45,"Haseena al Yousuf","0100000035","RO-1003",630.875,90.125
"0500000260","2019-04-07","2019-02-17",49,"Philipp Egger","0100000025","MB-1034",2186.625,312.375
"0500000260","2019-04-07","2019-02-17",49,"Philipp Egger","0100000025","BX-1014",699.125,99.875
"0500000260","2019-04-07","2019-02-17",49,"Philipp Egger","0100000025","CB-1163",252.0,36.0
"0500000260","2019-04-07","2019-02-17",49,"Philipp Egger","0100000025","RC-1052",3499.125,499.875
"0500000260","2019-04-07","2019-02-17",49,"Philipp Egger","0100000025","RC-1056",2186.625,312.375
"0500000260","2019-04-07","2019-02-17",49,"Philipp Egger","0100000025","RC-1056",2186.625,312.375
"0500000260","2019-04-07","2019-02-17",49,"Philipp Egger","0100000025","MB-1033",3499.125,499.875
"0500000260","2019-04-07","2019-02-17",49,"Philipp Egger","0100000025","BX-1011",217.875,31.125
"0500000260","2019-04-07","2019-02-17",49,"Philipp Egger","0100000025","EB-1134",4200.0,600.0
"0500000260","2019-04-07","2019-02-17",49,"Philipp Egger","0100000025","EB-1135",2625.0,375.0
"0500000261","2019-04-08","2019-02-19",48,"William Mussen","0100000019","RC-1052",3499.125,499.875
"0500000261","2019-04-08","2019-02-19",48,"William Mussen","0100000019","HB-1175",786.625,112.375
"0500000261","2019-04-08","2019-02-19",48,"William Mussen","0100000019","HB-1172",699.125,99.875
"0500000261","2019-04-08","2019-02-19",48,"William Mussen","0100000019","RC-1057",4374.125,624.875
"0500000261","2019-04-08","2019-02-19",48,"William Mussen","0100000019","EB-1135",2625.0,375.0
"0500000261","2019-04-08","2019-02-19",48,"William Mussen","0100000019","HB-1176",1049.125,149.875
"0500000261","2019-04-08","2019-02-19",48,"William Mussen","0100000019","EB-1132",1662.5,237.5
"0500000261","2019-04-08","2019-02-19",48,"William Mussen","0100000019","RC-1053",4024.125,574.875
"0500000261","2019-04-08","2019-02-19",48,"William Mussen","0100000019","RC-1054",4811.625,687.375
"0500000261","2019-04-08","2019-02-19",48,"William Mussen","0100000019","HB-1173",567.875,81.125
"0500000262","2019-04-16","2019-02-22",53,"Philipp Egger","0100000013","MB-1034",2186.625,312.375
"0500000262","2019-04-16","2019-02-22",53,"Philipp Egger","0100000013","RC-1057",4374.125,624.875
"0500000262","2019-04-16","2019-02-22",53,"Philipp Egger","0100000013","EB-1134",4200.0,600.0
"0500000262","2019-04-16","2019-02-22",53,"Philipp Egger","0100000013","DB-1083",1049.125,149.875
"0500000262","2019-04-16","2019-02-22",53,"Philipp Egger","0100000013","BX-1012",349.125,49.875
"0500000262","2019-04-16","2019-02-22",53,"Philipp Egger","0100000013","CC-1023",1190.875,170.125
"0500000262","2019-04-16","2019-02-22",53,"Philipp Egger","0100000013","MB-1033",3499.125,499.875
"0500000263","2019-03-20","2019-02-22",26,"Ellis Robertson","0100000013","RC-1054",4811.625,687.375
"0500000264","2019-03-19","2019-02-25",22,"Javas Hegde","0100000019","BX-1015",261.625,37.375
"0500000264","2019-03-19","2019-02-25",22,"Javas Hegde","0100000019","BX-1013",392.875,56.125
"0500000264","2019-03-19","2019-02-25",22,"Javas Hegde","0100000019","CB-1163",252.0,36.0
"0500000264","2019-03-19","2019-02-25",22,"Javas Hegde","0100000019","CC-1022",1050.0,150.0
"0500000264","2019-03-19","2019-02-25",22,"Javas Hegde","0100000019","EB-1135",2625.0,375.0
"0500000264","2019-03-19","2019-02-25",22,"Javas Hegde","0100000019","RC-1052",3499.125,499.875
"0500000264","2019-03-19","2019-02-25",22,"Javas Hegde","0100000019","EB-1132",1662.5,237.5
"0500000264","2019-03-19","2019-02-25",22,"Javas Hegde","0100000019","CB-1162",350.0,50.0
"0500000265","2019-04-15","2019-02-27",47,"Nelson Wilkens","0100000002","CB-1163",252.0,36.0
"0500000265","2019-04-15","2019-02-27",47,"Nelson Wilkens","0100000002","MB-1033",3499.125,499.875
"0500000265","2019-04-15","2019-02-27",47,"Nelson Wilkens","0100000002","CB-1163",252.0,36.0
"0500000265","2019-04-15","2019-02-27",47,"Nelson Wilkens","0100000002","RO-1001",459.375,65.625
"0500000265","2019-04-15","2019-02-27",47,"Nelson Wilkens","0100000002","EB-1137",6912.5,987.5
"0500000265","2019-04-15","2019-02-27",47,"Nelson Wilkens","0100000002","DB-1081",1311.625,187.375
"0500000265","2019-04-15","2019-02-27",47,"Nelson Wilkens","0100000002","HB-1173",567.875,81.125
"0500000265","2019-04-15","2019-02-27",47,"Nelson Wilkens","0100000002","EB-1136",4375.0,625.0
"0500000265","2019-04-15","2019-02-27",47,"Nelson Wilkens","0100000002","EB-1134",4200.0,600.0
"0500000265","2019-04-15","2019-02-27",47,"Nelson Wilkens","0100000002","HB-1173",567.875,81.125
"0500000266","2019-04-01","2019-02-28",32,"Derrick Magill","0100000001","RC-1054",4811.625,687.375
"0500000267","2019-04-14","2019-03-03",42,"William Mussen","0100000018","RC-1053",4024.125,574.875
"0500000267","2019-04-14","2019-03-03",42,"William Mussen","0100000018","HB-1176",1049.125,149.875
"0500000267","2019-04-14","2019-03-03",42,"William Mussen","0100000018","MB-1034",2186.625,312.375
"0500000268","2019-03-20","2019-03-06",14,"William Mussen","0100000019","RC-1052",3499.125,499.875
"0500000268","2019-03-20","2019-03-06",14,"William Mussen","0100000019","RO-1002",602.875,86.125
"0500000268","2019-03-20","2019-03-06",14,"William Mussen","0100000019","CB-1163",252.0,36.0
"0500000268","2019-03-20","2019-03-06",14,"William Mussen","0100000019","DB-1082",1093.75,156.25
"0500000268","2019-03-20","2019-03-06",14,"William Mussen","0100000019","DB-1081",1311.625,187.375
"0500000268","2019-03-20","2019-03-06",14,"William Mussen","0100000019","EB-1135",2625.0,375.0
"0500000268","2019-03-20","2019-03-06",14,"William Mussen","0100000019","MB-1031",567.875,81.125
"0500000268","2019-03-20","2019-03-06",14,"William Mussen","0100000019","HB-1175",786.625,112.375
"0500000269","2019-04-06","2019-03-08",29,"Pénélope Duperré","0100000026","CC-1022",1050.0,150.0
"0500000269","2019-04-06","2019-03-08",29,"Pénélope Duperré","0100000026","CC-1021",1001.0,143.0
"0500000269","2019-04-06","2019-03-08",29,"Pénélope Duperré","0100000026","RC-1052",3499.125,499.875
"0500000269","2019-04-06","2019-03-08",29,"Pénélope Duperré","0100000026","RC-1056",2186.625,312.375
"0500000269","2019-04-06","2019-03-08",29,"Pénélope Duperré","0100000026","EB-1136",4375.0,625.0
"0500000269","2019-04-06","2019-03-08",29,"Pénélope Duperré","0100000026","RC-1055",1749.125,249.875
"0500000270","2019-04-23","2019-03-11",43,"Ellis Robertson","0100000013","CC-1023",1190.875,170.125
"0500000270","2019-04-23","2019-03-11",43,"Ellis Robertson","0100000013","RC-1055",1749.125,249.875
"0500000270","2019-04-23","2019-03-11",43,"Ellis Robertson","0100000013","EB-1137",6912.5,987.5
"0500000270","2019-04-23","2019-03-11",43,"Ellis Robertson","0100000013","MB-1032",1136.625,162.375
"0500000270","2019-04-23","2019-03-11",43,"Ellis Robertson","0100000013","EB-1133",1968.75,281.25
"0500000270","2019-04-23","2019-03-11",43,"Ellis Robertson","0100000013","DB-1081",1311.625,187.375
"0500000270","2019-04-23","2019-03-11",43,"Ellis Robertson","0100000013","CB-1162",350.0,50.0
"0500000271","2019-04-24","2019-03-14",41,"Javas Hegde","0100000022","BX-1012",349.125,49.875
"0500000271","2019-04-24","2019-03-14",41,"Javas Hegde","0100000022","CB-1161",349.125,49.875
"0500000272","2019-04-02","2019-03-16",17,"Javas Hegde","0100000020","EB-1137",6912.5,987.5
"0500000272","2019-04-02","2019-03-16",17,"Javas Hegde","0100000020","RO-1002",602.875,86.125
"0500000272","2019-04-02","2019-03-16",17,"Javas Hegde","0100000020","BX-1013",392.875,56.125
"0500000272","2019-04-02","2019-03-16",17,"Javas Hegde","0100000020","MB-1033",3499.125,499.875
"0500000272","2019-04-02","2019-03-16",17,"Javas Hegde","0100000020","DB-1083",1049.125,149.875
"0500000272","2019-04-02","2019-03-16",17,"Javas Hegde","0100000020","RC-1054",4811.625,687.375
"0500000272","2019-04-02","2019-03-16",17,"Javas Hegde","0100000020","HB-1173",567.875,81.125
"0500000272","2019-04-02","2019-03-16",17,"Javas Hegde","0100000020","CB-1163",252.0,36.0
"0500000272","2019-04-02","2019-03-16",17,"Javas Hegde","0100000020","CC-1023",1190.875,170.125
"0500000272","2019-04-02","2019-03-16",17,"Javas Hegde","0100000020","CB-1161",349.125,49.875
"0500000273","2019-04-13","2019-03-18",26,"Kenneth Weise","0100000032","EB-1136",4375.0,625.0
"0500000273","2019-04-13","2019-03-18",26,"Kenneth Weise","0100000032","RC-1056",2186.625,312.375
"0500000273","2019-04-13","2019-03-18",26,"Kenneth Weise","0100000032","RC-1054",4811.625,687.375
"0500000273","2019-04-13","2019-03-18",26,"Kenneth Weise","0100000032","BX-1011",217.875,31.125
"0500000273","2019-04-13","2019-03-18",26,"Kenneth Weise","0100000032","MB-1032",1136.625,162.375
"0500000273","2019-04-13","2019-03-18",26,"Kenneth Weise","0100000032","EB-1137",6912.5,987.5
"0500000273","2019-04-13","2019-03-18",26,"Kenneth Weise","0100000032","BX-1011",217.875,31.125
"0500000274","2019-04-08","2019-03-21",18,"Kirk Lee","0100000030","RO-1003",630.875,90.125
"0500000274","2019-04-08","2019-03-21",18,"Kirk Lee","0100000030","BX-1016",279.125,39.875
"0500000274","2019-04-08","2019-03-21",18,"Kirk Lee","0100000030","CB-1163",252.0,36.0
"0500000274","2019-04-08","2019-03-21",18,"Kirk Lee","0100000030","EB-1136",4375.0,625.0
"0500000274","2019-04-08","2019-03-21",18,"Kirk Lee","0100000030","CB-1163",252.0,36.0
"0500000274","2019-04-08","2019-03-21",18,"Kirk Lee","0100000030","HB-1176",1049.125,149.875
"0500000274","2019-04-08","2019-03-21",18,"Kirk Lee","0100000030","EB-1132",1662.5,237.5
"0500000274","2019-04-08","2019-03-21",18,"Kirk Lee","0100000030","RC-1053",4024.125,574.875
"0500000275","2019-05-03","2019-03-23",41,"William Mussen","0100000016","BX-1016",279.125,39.875
"0500000275","2019-05-03","2019-03-23",41,"William Mussen","0100000016","EB-1132",1662.5,237.5
"0500000275","2019-05-03","2019-03-23",41,"William Mussen","0100000016","RO-1003",630.875,90.125
"0500000275","2019-05-03","2019-03-23",41,"William Mussen","0100000016","CB-1161",349.125,49.875
"0500000275","2019-05-03","2019-03-23",41,"William Mussen","0100000016","EB-1133",1968.75,281.25
"0500000276","2019-04-27","2019-03-24",34,"William Mussen","0100000024","MB-1031",567.875,81.125
"0500000276","2019-04-27","2019-03-24",34,"William Mussen","0100000024","EB-1134",4200.0,600.0
"0500000276","2019-04-27","2019-03-24",34,"William Mussen","0100000024","BX-1013",392.875,56.125
"0500000276","2019-04-27","2019-03-24",34,"William Mussen","0100000024","MB-1033",3499.125,499.875
"0500000276","2019-04-27","2019-03-24",34,"William Mussen","0100000024","BX-1016",279.125,39.875
"0500000276","2019-04-27","2019-03-24",34,"William Mussen","0100000024","BX-1013",392.875,56.125
"0500000276","2019-04-27","2019-03-24",34,"William Mussen","0100000024","EB-1132",1662.5,237.5
"0500000276","2019-04-27","2019-03-24",34,"William Mussen","0100000024","RC-1057",4374.125,624.875
"0500000276","2019-04-27","2019-03-24",34,"William Mussen","0100000024","CC-1023",1190.875,170.125
"0500000276","2019-04-27","2019-03-24",34,"William Mussen","0100000024","RC-1055",1749.125,249.875
"0500000277","2019-04-15","2019-03-27",19,"Pénélope Duperré","0100000009","CB-1162",350.0,50.0
"0500000277","2019-04-15","2019-03-27",19,"Pénélope Duperré","0100000009","RC-1053",4024.125,574.875
"0500000277","2019-04-15","2019-03-27",19,"Pénélope Duperré","0100000009","HB-1176",1049.125,149.875
"0500000278","2019-04-23","2019-03-28",26,"Pénélope Duperré","0100000013","EB-1132",1662.5,237.5
"0500000278","2019-04-23","2019-03-28",26,"Pénélope Duperré","0100000013","RO-1003",630.875,90.125
"0500000278","2019-04-23","2019-03-28",26,"Pénélope Duperré","0100000013","CC-1023",1190.875,170.125
"0500000278","2019-04-23","2019-03-28",26,"Pénélope Duperré","0100000013","BX-1013",392.875,56.125
"0500000279","2019-04-15","2019-03-31",15,"Derrick Magill","0100000033","RO-1003",630.875,90.125
"0500000279","2019-04-15","2019-03-31",15,"Derrick Magill","0100000033","RO-1001",459.375,65.625
"0500000279","2019-04-15","2019-03-31",15,"Derrick Magill","0100000033","RC-1057",4374.125,624.875
"0500000280","2019-04-28","2019-04-02",26,"Philipp Egger","0100000038","EB-1134",4200.0,600.0
"0500000280","2019-04-28","2019-04-02",26,"Philipp Egger","0100000038","HB-1173",567.875,81.125
"0500000280","2019-04-28","2019-04-02",26,"Philipp Egger","0100000038","EB-1137",6912.5,987.5
"0500000280","2019-04-28","2019-04-02",26,"Philipp Egger","0100000038","CB-1161",349.125,49.875
"0500000280","2019-04-28","2019-04-02",26,"Philipp Egger","0100000038","HB-1173",567.875,81.125
"0500000280","2019-04-28","2019-04-02",26,"Philipp Egger","0100000038","HB-1175",786.625,112.375
"0500000280","2019-04-28","2019-04-02",26,"Philipp Egger","0100000038","BX-1012",349.125,49.875
"0500000281","2019-04-27","2019-04-04",23,"Carroll Pewitt","0100000033","MB-1032",1136.625,162.375
"0500000281","2019-04-27","2019-04-04",23,"Carroll Pewitt","0100000033","RC-1055",1749.125,249.875
"0500000281","2019-04-27","2019-04-04",23,"Carroll Pewitt","0100000033","CB-1163",252.0,36.0
"0500000281","2019-04-27","2019-04-04",23,"Carroll Pewitt","0100000033","BX-1013",392.875,56.125
"0500000281","2019-04-27","2019-04-04",23,"Carroll Pewitt","0100000033","MB-1034",2186.625,312.375
"0500000281","2019-04-27","2019-04-04",23,"Carroll Pewitt","0100000033","DB-1081",1311.625,187.375
"0500000281","2019-04-27","2019-04-04",23,"Carroll Pewitt","0100000033","HB-1174",331.625,47.375
"0500000281","2019-04-27","2019-04-04",23,"Carroll Pewitt","0100000033","CB-1161",349.125,49.875
"0500000281","2019-04-27","2019-04-04",23,"Carroll Pewitt","0100000033","RC-1054",4811.625,687.375
"0500000282","2019-04-16","2019-04-07",9,"Javas Hegde","0100000023","EB-1137",6912.5,987.5
"0500000282","2019-04-16","2019-04-07",9,"Javas Hegde","0100000023","EB-1137",6912.5,987.5
"0500000282","2019-04-16","2019-04-07",9,"Javas Hegde","0100000023","CB-1163",252.0,36.0
"0500000282","2019-04-16","2019-04-07",9,"Javas Hegde","0100000023","CC-1023",1190.875,170.125
"0500000282","2019-04-16","2019-04-07",9,"Javas Hegde","0100000023","BX-1015",261.625,37.375
"0500000282","2019-04-16","2019-04-07",9,"Javas Hegde","0100000023","EB-1136",4375.0,625.0
"0500000282","2019-04-16","2019-04-07",9,"Javas Hegde","0100000023","BX-1015",261.625,37.375
"0500000282","2019-04-16","2019-04-07",9,"Javas Hegde","0100000023","HB-1171",611.625,87.375
"0500000283","2019-04-16","2019-04-10",6,"Derrick Magill","0100000033","RO-1002",602.875,86.125
"0500000284","2019-04-22","2019-04-10",12,"Janet Gray","0100000004","DB-1082",1093.75,156.25
"0500000284","2019-04-22","2019-04-10",12,"Janet Gray","0100000004","HB-1175",786.625,112.375
"0500000284","2019-04-22","2019-04-10",12,"Janet Gray","0100000004","EB-1134",4200.0,600.0
"0500000284","2019-04-22","2019-04-10",12,"Janet Gray","0100000004","CB-1163",252.0,36.0
"0500000284","2019-04-22","2019-04-10",12,"Janet Gray","0100000004","BX-1015",261.625,37.375
"0500000284","2019-04-22","2019-04-10",12,"Janet Gray","0100000004","HB-1176",1049.125,149.875
"0500000284","2019-04-22","2019-04-10",12,"Janet Gray","0100000004","RC-1057",4374.125,624.875
"0500000285","2019-05-13","2019-04-11",32,"Philipp Egger","0100000027","RO-1002",602.875,86.125
"0500000285","2019-05-13","2019-04-11",32,"Philipp Egger","0100000027","MB-1034",2186.625,312.375
"0500000285","2019-05-13","2019-04-11",32,"Philipp Egger","0100000027","EB-1134",4200.0,600.0
"0500000285","2019-05-13","2019-04-11",32,"Philipp Egger","0100000027","RC-1054",4811.625,687.375
"0500000286","2019-04-24","2019-04-14",10,"Willard Chatman","0100000032","MB-1031",567.875,81.125
"0500000286","2019-04-24","2019-04-14",10,"Willard Chatman","0100000032","MB-1031",567.875,81.125
"0500000286","2019-04-24","2019-04-14",10,"Willard Chatman","0100000032","BX-1013",392.875,56.125
"0500000287","2019-05-10","2019-04-17",23,"Javas Hegde","0100000024","CC-1022",1050.0,150.0
"0500000287","2019-05-10","2019-04-17",23,"Javas Hegde","0100000024","BX-1015",261.625,37.375
"0500000287","2019-05-10","2019-04-17",23,"Javas Hegde","0100000024","MB-1033",3499.125,499.875
"0500000287","2019-05-10","2019-04-17",23,"Javas Hegde","0100000024","HB-1176",1049.125,149.875
"0500000287","2019-05-10","2019-04-17",23,"Javas Hegde","0100000024","HB-1175",786.625,112.375
"0500000287","2019-05-10","2019-04-17",23,"Javas Hegde","0100000024","CB-1163",252.0,36.0
"0500000287","2019-05-10","2019-04-17",23,"Javas Hegde","0100000024","HB-1173",567.875,81.125
"0500000287","2019-05-10","2019-04-17",23,"Javas Hegde","0100000024","EB-1137",6912.5,987.5
"0500000287","2019-05-10","2019-04-17",23,"Javas Hegde","0100000024","EB-1137",6912.5,987.5
"0500000288","2019-04-29","2019-04-18",11,"Ellis Robertson","0100000025","MB-1034",2186.625,312.375
"0500000288","2019-04-29","2019-04-18",11,"Ellis Robertson","0100000025","HB-1176",1049.125,149.875
"0500000289","2019-05-13","2019-04-19",24,"Haseena al Yousuf","0100000008","BX-1012",349.125,49.875
"0500000289","2019-05-13","2019-04-19",24,"Haseena al Yousuf","0100000008","CC-1022",1050.0,150.0
"0500000289","2019-05-13","2019-04-19",24,"Haseena al Yousuf","0100000008","BX-1011",217.875,31.125
"0500000290","2019-05-08","2019-04-20",18,"Philipp Egger","0100000005","CC-1021",1001.0,143.0
"0500000290","2019-05-08","2019-04-20",18,"Philipp Egger","0100000005","EB-1136",4375.0,625.0
"0500000290","2019-05-08","2019-04-20",18,"Philipp Egger","0100000005","RC-1055",1749.125,249.875
"0500000290","2019-05-08","2019-04-20",18,"Philipp Egger","0100000005","EB-1133",1968.75,281.25
"0500000290","2019-05-08","2019-04-20",18,"Philipp Egger","0100000005","DB-1083",1049.125,149.875
"0500000290","2019-05-08","2019-04-20",18,"Philipp Egger","0100000005","CC-1023",1190.875,170.125
